physics,chemistry,maths,biology,total,stream,rank
95,20,29,0,144,PCM,65978
88,48,44,0,180,PCM,28011
89,33,0,60,182,PCB,37492
75,94,0,60,229,PCB,7809
58,63,56,0,177,PCM,29319
61,68,0,53,182,PCB,39877
28,98,54,0,180,PCM,28806
24,51,0,27,102,PCB,157729
34,56,99,0,189,PCM,19703
28,66,0,90,184,PCB,37068
59,71,59,0,189,PCM,21624
40,59,25,0,124,PCM,89840
34,83,89,0,206,PCM,10657
32,66,55,0,153,PCM,57324
87,65,0,49,201,PCB,22339
52,44,0,75,171,PCB,54700
43,45,90,0,178,PCM,29212
96,36,0,32,164,PCB,65303
73,42,0,57,172,PCB,51730
32,48,0,84,164,PCB,64194
73,41,26,0,140,PCM,70821
73,77,0,35,185,PCB,37376
52,30,0,92,174,PCB,50363
47,32,0,75,154,PCB,82204
76,35,0,100,211,PCB,15038
44,73,52,0,169,PCM,38837
62,86,0,99,247,PCB,2991
43,34,96,0,173,PCM,35394
41,100,0,25,166,PCB,61273
91,56,0,53,200,PCB,19874
22,94,0,77,193,PCB,26834
54,49,0,58,161,PCB,68779
33,40,79,0,152,PCM,58566
96,86,0,75,257,PCB,3056
93,84,0,37,214,PCB,13297
75,63,0,98,236,PCB,5503
95,54,0,68,217,PCB,13340
86,20,86,0,192,PCM,18637
82,84,0,81,247,PCB,5407
22,40,0,91,153,PCB,83152
79,41,0,57,177,PCB,44380
32,94,75,0,201,PCM,12664
43,48,24,0,115,PCM,95550
43,79,58,0,180,PCM,27155
35,89,70,0,194,PCM,17169
100,41,76,0,217,PCM,7135
57,33,100,0,190,PCM,19254
95,71,0,68,234,PCB,5500
69,65,65,0,199,PCM,14615
22,30,0,27,79,PCB,171301
67,59,0,49,175,PCB,49774
97,41,0,57,195,PCB,25102
50,59,83,0,192,PCM,18870
61,69,53,0,183,PCM,26368
35,81,0,48,164,PCB,64527
43,90,27,0,160,PCM,46993
93,64,0,100,257,PCB,2911
62,28,0,66,156,PCB,78939
81,61,0,75,217,PCB,10244
60,29,0,92,181,PCB,39504
86,47,0,78,211,PCB,13958
94,55,0,61,210,PCB,16748
72,59,68,0,199,PCM,15666
92,72,0,96,260,PCB,580
47,20,0,40,107,PCB,151127
68,64,59,0,191,PCM,19155
30,43,53,0,126,PCM,87846
74,22,55,0,151,PCM,59846
55,75,0,85,215,PCB,11266
95,21,36,0,152,PCM,58304
61,85,0,27,173,PCB,50577
71,26,40,0,137,PCM,76328
50,44,50,0,144,PCM,68044
70,33,95,0,198,PCM,15140
71,44,37,0,152,PCM,58509
71,59,79,0,209,PCM,9758
55,70,71,0,196,PCM,17372
27,57,30,0,114,PCM,96266
45,80,0,66,191,PCB,30848
74,89,0,31,194,PCB,27624
32,48,25,0,105,PCM,103176
75,78,0,42,195,PCB,25296
21,56,0,74,151,PCB,87940
62,53,0,26,141,PCB,104776
77,77,47,0,201,PCM,12826
28,40,0,88,156,PCB,79356
99,97,0,69,265,PCB,1482
62,80,70,0,212,PCM,9608
26,92,54,0,172,PCM,36051
69,57,0,32,158,PCB,75982
78,55,100,0,233,PCM,4721
21,28,0,73,122,PCB,137311
20,45,97,0,162,PCM,46799
60,96,62,0,218,PCM,6703
35,89,67,0,191,PCM,18665
60,81,0,20,161,PCB,69669
58,36,48,0,142,PCM,69397
55,30,98,0,183,PCM,25757
59,67,0,48,174,PCB,51458
92,72,53,0,217,PCM,6649
50,74,0,40,164,PCB,66963
55,39,0,76,170,PCB,54950
91,23,100,0,214,PCM,8230
29,71,0,75,175,PCB,49912
84,64,0,27,175,PCB,49622
98,41,76,0,215,PCM,7684
49,64,0,30,143,PCB,101473
58,47,0,78,183,PCB,37807
32,83,62,0,177,PCM,30671
89,76,41,0,206,PCM,12229
27,89,0,57,173,PCB,50302
46,77,82,0,205,PCM,11583
86,80,42,0,208,PCM,11927
86,90,28,0,204,PCM,11845
93,68,67,0,228,PCM,5579
44,83,0,75,202,PCB,19269
25,94,0,22,141,PCB,107517
29,97,0,76,202,PCB,21262
25,34,66,0,125,PCM,88246
53,74,0,54,181,PCB,41965
100,92,0,94,286,PCB,1036
45,81,0,99,225,PCB,10192
36,41,48,0,125,PCM,87452
54,30,0,71,155,PCB,79598
52,91,53,0,196,PCM,17217
74,75,83,0,232,PCM,4944
55,75,81,0,211,PCM,8427
50,95,0,34,179,PCB,41664
22,78,0,57,157,PCB,76618
35,30,21,0,86,PCM,110356
77,75,0,91,243,PCB,5747
70,65,0,25,160,PCB,72798
53,79,0,80,212,PCB,12599
45,54,0,20,119,PCB,139597
93,85,61,0,239,PCM,2470
41,37,0,39,117,PCB,141901
73,74,80,0,227,PCM,5298
64,83,92,0,239,PCM,2685
95,95,0,96,286,PCB,180
42,71,0,54,167,PCB,61436
41,41,21,0,103,PCM,104481
45,20,0,60,125,PCB,131367
94,88,0,54,236,PCB,6808
38,53,0,73,164,PCB,65638
57,58,0,57,172,PCB,54505
26,48,0,66,140,PCB,108787
88,55,0,34,177,PCB,44725
49,53,62,0,164,PCM,43064
78,51,76,0,205,PCM,12896
27,93,0,76,196,PCB,26299
85,79,0,98,262,PCB,1166
35,50,0,97,182,PCB,39711
38,98,0,35,171,PCB,53556
41,38,0,44,123,PCB,136126
24,45,71,0,140,PCM,72051
93,59,0,99,251,PCB,3471
93,100,0,27,220,PCB,8640
96,68,67,0,231,PCM,3617
93,62,0,52,207,PCB,17508
96,28,52,0,176,PCM,32473
36,55,0,93,184,PCB,37902
61,36,0,86,183,PCB,36649
76,65,67,0,208,PCM,10206
80,28,0,64,172,PCB,53086
65,85,70,0,220,PCM,6006
74,50,74,0,198,PCM,14796
22,53,80,0,155,PCM,54372
100,73,82,0,255,PCM,2775
71,27,0,87,185,PCB,37393
55,54,45,0,154,PCM,55593
98,56,54,0,208,PCM,10986
70,46,26,0,142,PCM,70236
34,44,0,80,158,PCB,75025
30,52,37,0,119,PCM,92932
23,83,61,0,167,PCM,41382
43,29,0,96,168,PCB,59721
84,27,36,0,147,PCM,62951
47,74,80,0,201,PCM,12986
69,53,95,0,217,PCM,7247
24,73,41,0,138,PCM,75022
35,56,0,87,178,PCB,44255
62,79,24,0,165,PCM,43613
100,70,86,0,256,PCM,2861
69,49,0,62,180,PCB,40337
32,39,45,0,116,PCM,95710
92,72,41,0,205,PCM,12148
64,58,24,0,146,PCM,64278
51,23,60,0,134,PCM,78246
68,70,0,76,214,PCB,12305
61,80,0,96,237,PCB,3973
70,24,28,0,122,PCM,91101
97,89,51,0,237,PCM,4539
58,53,0,33,144,PCB,99220
84,97,0,45,226,PCB,6923
52,86,36,0,174,PCM,33498
50,45,0,42,137,PCB,111502
52,53,0,53,158,PCB,74927
42,72,0,66,180,PCB,40469
99,51,0,24,174,PCB,51012
29,25,0,66,120,PCB,137336
67,42,89,0,198,PCM,16084
85,39,0,80,204,PCB,17925
28,21,37,0,86,PCM,111882
49,34,0,30,113,PCB,145011
90,75,93,0,258,PCM,1139
80,35,0,49,164,PCB,65844
21,66,33,0,120,PCM,93110
77,77,0,87,241,PCB,4274
60,25,86,0,171,PCM,36727
38,80,0,67,185,PCB,34969
34,30,0,52,116,PCB,142996
30,56,0,75,161,PCB,72184
40,56,0,55,151,PCB,88866
40,92,84,0,216,PCM,7555
46,64,30,0,140,PCM,71079
48,83,54,0,185,PCM,23692
97,50,64,0,211,PCM,8744
25,35,87,0,147,PCM,64521
75,63,0,94,232,PCB,5977
47,31,87,0,165,PCM,41840
36,49,56,0,141,PCM,70147
47,83,78,0,208,PCM,9573
71,41,73,0,185,PCM,22934
59,42,52,0,153,PCM,57597
98,52,67,0,217,PCM,8499
45,69,0,99,213,PCB,14195
32,99,0,35,166,PCB,62092
57,28,0,76,161,PCB,69477
21,91,85,0,197,PCM,15174
49,88,0,32,169,PCB,59025
61,76,0,49,186,PCB,32866
22,20,0,27,69,PCB,172007
45,21,0,96,162,PCB,67989
85,75,0,58,218,PCB,9871
95,44,85,0,224,PCM,6464
63,95,39,0,197,PCM,16881
73,39,22,0,134,PCM,79064
53,27,86,0,166,PCM,41683
100,91,0,56,247,PCB,4824
64,62,72,0,198,PCM,15969
96,99,0,63,258,PCB,3609
64,63,0,85,212,PCB,13064
32,35,0,56,123,PCB,136160
87,33,0,92,212,PCB,14365
29,45,69,0,143,PCM,69435
31,79,0,53,163,PCB,66711
49,57,64,0,170,PCM,36007
53,45,0,68,166,PCB,63485
72,71,0,70,213,PCB,13275
86,44,23,0,153,PCM,55582
50,71,0,100,221,PCB,9536
99,48,0,47,194,PCB,27662
99,28,0,33,160,PCB,71034
83,34,0,32,149,PCB,92978
56,91,92,0,239,PCM,3865
77,21,0,38,136,PCB,114220
39,23,0,62,124,PCB,132722
82,81,0,81,244,PCB,2791
67,34,0,64,165,PCB,64422
71,20,0,72,163,PCB,66711
67,97,0,92,256,PCB,1825
62,38,0,52,152,PCB,84821
83,57,0,33,173,PCB,49724
65,53,0,56,174,PCB,49982
83,91,23,0,197,PCM,15819
76,100,71,0,247,PCM,2454
88,70,36,0,194,PCM,18435
92,63,41,0,196,PCM,17309
70,98,93,0,261,PCM,405
99,86,0,85,270,PCB,2595
30,83,0,86,199,PCB,24004
49,91,58,0,198,PCM,15441
90,78,68,0,236,PCM,3308
49,46,0,76,171,PCB,55435
27,99,0,24,150,PCB,90413
84,92,0,49,225,PCB,6837
49,62,0,21,132,PCB,121711
38,63,0,91,192,PCB,26701
66,45,54,0,165,PCM,41458
22,43,66,0,131,PCM,81133
27,99,0,49,175,PCB,48745
38,34,71,0,143,PCM,69183
63,40,51,0,154,PCM,54262
94,28,0,98,220,PCB,10970
81,26,0,83,190,PCB,28959
60,40,41,0,141,PCM,71599
92,74,87,0,253,PCM,2580
63,32,0,90,185,PCB,36113
50,26,0,99,175,PCB,49877
21,34,34,0,89,PCM,110707
85,64,27,0,176,PCM,30174
50,82,0,20,152,PCB,85005
22,52,0,61,135,PCB,116182
57,78,0,47,182,PCB,40029
80,62,0,29,171,PCB,53003
32,42,60,0,134,PCM,77426
36,47,36,0,119,PCM,92625
34,78,20,0,132,PCM,79783
20,60,100,0,180,PCM,28285
37,96,73,0,206,PCM,12225
21,36,52,0,109,PCM,101196
28,87,53,0,168,PCM,39590
70,88,0,44,202,PCB,20391
78,38,31,0,147,PCM,63852
57,30,0,26,113,PCB,145478
55,30,0,61,146,PCB,98794
69,27,96,0,192,PCM,19430
45,67,0,74,186,PCB,32897
75,51,30,0,156,PCM,52020
63,60,0,40,163,PCB,66716
54,29,96,0,179,PCM,29223
33,60,0,36,129,PCB,124425
85,51,0,96,232,PCB,6146
100,40,36,0,176,PCM,32435
28,88,76,0,192,PCM,19078
69,84,40,0,193,PCM,18538
39,31,97,0,167,PCM,41415
59,23,0,40,122,PCB,133964
33,52,0,77,162,PCB,70393
68,63,0,67,198,PCB,22026
70,42,23,0,135,PCM,76773
75,89,66,0,230,PCM,5897
49,97,30,0,176,PCM,31298
32,71,87,0,190,PCM,20860
63,71,0,71,205,PCB,18201
50,58,0,46,154,PCB,82537
29,92,52,0,173,PCM,33117
59,99,38,0,196,PCM,16436
88,55,0,31,174,PCB,49387
21,76,96,0,193,PCM,17308
85,85,0,86,256,PCB,4157
75,81,28,0,184,PCM,23835
80,38,0,93,211,PCB,13121
41,96,50,0,187,PCM,21748
68,33,64,0,165,PCM,42030
80,81,98,0,259,PCM,2039
75,66,0,20,161,PCB,69894
72,90,0,65,227,PCB,6405
75,27,0,99,201,PCB,20193
83,37,54,0,174,PCM,33359
46,61,53,0,160,PCM,47672
23,70,25,0,118,PCM,92821
27,21,68,0,116,PCM,96077
85,54,48,0,187,PCM,23208
40,33,0,27,100,PCB,159208
65,30,0,35,130,PCB,123146
25,20,49,0,94,PCM,107444
95,69,0,33,197,PCB,25155
69,21,38,0,128,PCM,84197
65,24,43,0,132,PCM,80297
25,93,73,0,191,PCM,20048
99,54,0,45,198,PCB,22660
35,62,0,57,154,PCB,83376
42,66,80,0,188,PCM,20503
40,29,95,0,164,PCM,43060
59,60,48,0,167,PCM,39807
74,92,0,91,257,PCB,3647
81,63,0,22,166,PCB,63673
51,87,0,40,178,PCB,44283
45,20,0,84,149,PCB,90536
29,40,0,27,96,PCB,160554
54,67,80,0,201,PCM,14119
52,96,0,50,198,PCB,23630
66,90,0,24,180,PCB,39960
86,95,0,64,245,PCB,5332
37,93,70,0,200,PCM,14461
37,96,73,0,206,PCM,10705
28,77,0,65,170,PCB,57560
100,80,46,0,226,PCM,5949
82,28,0,29,139,PCB,110282
54,37,0,46,137,PCB,111670
66,50,0,96,212,PCB,15176
63,51,37,0,151,PCM,57716
83,99,0,89,271,PCB,2895
31,43,0,52,126,PCB,129729
80,47,0,88,215,PCB,13172
82,54,60,0,196,PCM,16509
87,51,0,40,178,PCB,44730
45,83,90,0,218,PCM,7094
65,30,0,42,137,PCB,112650
34,39,69,0,142,PCM,69779
99,90,95,0,284,PCM,1
46,76,98,0,220,PCM,6610
45,77,78,0,200,PCM,15017
88,40,0,77,205,PCB,18030
21,45,0,46,112,PCB,146029
40,71,82,0,193,PCM,18720
95,45,43,0,183,PCM,25133
99,37,0,36,172,PCB,53184
46,71,86,0,203,PCM,11907
44,80,0,21,145,PCB,98285
49,42,84,0,175,PCM,32931
75,67,0,96,238,PCB,5868
86,45,0,79,210,PCB,15841
47,56,0,100,203,PCB,18264
84,72,89,0,245,PCM,3008
87,55,0,87,229,PCB,7641
87,94,79,0,260,PCM,384
34,52,0,33,119,PCB,139077
47,25,0,62,134,PCB,119297
23,75,83,0,181,PCM,26014
92,96,69,0,257,PCM,998
48,21,34,0,103,PCM,104558
93,92,0,27,212,PCB,12163
32,89,0,48,169,PCB,56228
29,33,0,41,103,PCB,157304
32,89,0,94,215,PCB,13738
87,23,60,0,170,PCM,36378
36,85,42,0,163,PCM,44323
22,66,0,39,127,PCB,127931
53,55,0,69,177,PCB,46745
40,45,73,0,158,PCM,50301
75,81,95,0,251,PCM,2477
89,27,0,62,178,PCB,45171
84,35,0,56,175,PCB,49860
25,43,24,0,92,PCM,110244
52,92,57,0,201,PCM,13194
23,93,0,100,216,PCB,12812
98,32,0,79,209,PCB,16974
86,87,0,34,207,PCB,16510
83,49,63,0,195,PCM,15944
88,94,72,0,254,PCM,2143
71,30,30,0,131,PCM,82235
87,87,0,89,263,PCB,2394
46,51,0,80,177,PCB,47342
63,67,35,0,165,PCM,43501
37,68,39,0,144,PCM,66591
86,33,0,98,217,PCB,12185
63,55,32,0,150,PCM,61175
57,77,63,0,197,PCM,16084
94,80,0,52,226,PCB,8552
74,65,0,74,213,PCB,12221
29,81,0,32,142,PCB,104401
62,72,57,0,191,PCM,18946
35,46,0,80,161,PCB,70976
78,29,96,0,203,PCM,13364
36,48,42,0,126,PCM,86692
37,85,0,72,194,PCB,25928
35,47,99,0,181,PCM,26352
45,60,84,0,189,PCM,19719
45,61,80,0,186,PCM,22852
76,98,0,33,207,PCB,15866
28,76,0,79,183,PCB,39060
94,34,0,31,159,PCB,73212
89,26,0,72,187,PCB,34300
43,38,79,0,160,PCM,47029
28,40,99,0,167,PCM,40883
54,91,63,0,208,PCM,11804
69,28,0,57,154,PCB,82644
25,81,88,0,194,PCM,18075
23,26,0,87,136,PCB,114146
54,89,43,0,186,PCM,23788
47,52,0,66,165,PCB,64376
95,78,0,88,261,PCB,1223
49,88,43,0,180,PCM,27465
22,73,78,0,173,PCM,35046
23,69,27,0,119,PCM,93024
36,83,69,0,188,PCM,22610
61,97,28,0,186,PCM,23492
47,39,36,0,122,PCM,89892
50,76,82,0,208,PCM,11798
55,88,0,36,179,PCB,42302
83,47,52,0,182,PCM,26143
47,49,45,0,141,PCM,70560
91,25,100,0,216,PCM,8660
100,36,0,59,195,PCB,25890
33,35,0,81,149,PCB,93430
84,81,31,0,196,PCM,15690
55,66,37,0,158,PCM,50902
43,42,43,0,128,PCM,84457
49,64,0,38,151,PCB,86884
20,88,72,0,180,PCM,27956
77,81,0,86,244,PCB,5427
96,22,0,21,139,PCB,110827
67,83,61,0,211,PCM,10318
80,33,0,37,150,PCB,91004
24,90,41,0,155,PCM,54915
54,24,0,54,132,PCB,121261
25,44,98,0,167,PCM,41148
61,36,0,26,123,PCB,135310
60,27,77,0,164,PCM,43920
42,35,52,0,129,PCM,83121
61,81,0,29,171,PCB,52856
81,33,100,0,214,PCM,7477
70,43,0,90,203,PCB,18665
60,22,93,0,175,PCM,31603
54,70,0,86,210,PCB,14522
70,38,68,0,176,PCM,30983
68,64,98,0,230,PCM,3800
51,24,0,62,137,PCB,114112
57,34,45,0,136,PCM,75704
49,23,0,68,140,PCB,107782
41,30,68,0,139,PCM,71996
44,27,0,65,136,PCB,114109
44,28,34,0,106,PCM,103007
62,39,0,77,178,PCB,44545
65,52,47,0,164,PCM,43889
53,32,0,63,148,PCB,91917
40,38,0,44,122,PCB,134705
68,70,98,0,236,PCM,3679
73,66,24,0,163,PCM,44876
40,46,0,20,106,PCB,153652
69,35,0,59,163,PCB,66916
82,51,96,0,229,PCM,5085
65,34,43,0,142,PCM,68673
78,54,76,0,208,PCM,11080
68,91,35,0,194,PCM,18395
88,39,0,36,163,PCB,67601
35,94,0,47,176,PCB,45399
54,71,0,70,195,PCB,25665
83,48,0,53,184,PCB,36644
59,65,0,91,215,PCB,12335
69,51,0,32,152,PCB,85555
93,100,43,0,236,PCM,2748
92,83,47,0,222,PCM,5717
46,88,54,0,188,PCM,22213
94,51,0,32,177,PCB,44499
62,98,0,84,244,PCB,3486
96,79,20,0,195,PCM,17099
71,96,25,0,192,PCM,18179
51,81,0,55,187,PCB,34590
97,68,74,0,239,PCM,2914
57,71,47,0,175,PCM,32352
73,36,88,0,197,PCM,16717
69,74,32,0,175,PCM,32368
58,56,0,53,167,PCB,62227
49,40,20,0,109,PCM,99355
31,66,64,0,161,PCM,47516
38,83,0,46,167,PCB,59272
43,78,0,70,191,PCB,28518
99,99,0,49,247,PCB,2957
20,84,35,0,139,PCM,71889
26,85,0,62,173,PCB,52827
78,44,0,80,202,PCB,21354
36,57,52,0,145,PCM,66031
97,79,32,0,208,PCM,10287
20,42,0,39,101,PCB,159222
94,75,70,0,239,PCM,2269
31,44,89,0,164,PCM,44762
96,92,0,93,281,PCB,1009
77,37,75,0,189,PCM,19922
77,97,75,0,249,PCM,1684
37,66,0,53,156,PCB,79973
97,99,0,96,292,PCB,1052
67,32,72,0,171,PCM,35036
45,33,88,0,166,PCM,40237
96,60,96,0,252,PCM,1609
86,37,72,0,195,PCM,16089
72,92,93,0,257,PCM,2551
27,31,79,0,137,PCM,75288
77,45,0,87,209,PCB,16073
22,24,56,0,102,PCM,104815
25,91,0,90,206,PCB,17538
81,49,0,78,208,PCB,17002
51,87,58,0,196,PCM,15259
78,45,56,0,179,PCM,27675
42,71,0,100,213,PCB,13320
70,66,91,0,227,PCM,4757
67,90,0,21,178,PCB,43705
25,62,0,70,157,PCB,78945
44,28,68,0,140,PCM,70827
100,43,96,0,239,PCM,3870
55,57,0,83,195,PCB,24494
23,91,75,0,189,PCM,20299
23,57,0,53,133,PCB,118661
59,88,0,77,224,PCB,9212
91,61,52,0,204,PCM,13495
45,46,93,0,184,PCM,25599
53,26,0,55,134,PCB,117831
66,50,49,0,165,PCM,41881
47,53,0,34,134,PCB,118803
34,74,44,0,152,PCM,57357
20,62,0,58,140,PCB,106656
55,77,36,0,168,PCM,38836
75,96,0,53,224,PCB,7955
91,28,0,60,179,PCB,42176
84,35,0,56,175,PCB,49937
20,28,0,79,127,PCB,127761
96,48,0,72,216,PCB,13086
29,76,78,0,183,PCM,25203
83,36,57,0,176,PCM,30443
92,21,0,36,149,PCB,90410
21,65,28,0,114,PCM,97130
88,32,69,0,189,PCM,21388
68,68,81,0,217,PCM,6958
60,78,0,63,201,PCB,21971
24,61,0,26,111,PCB,148050
84,61,44,0,189,PCM,20747
83,56,0,34,173,PCB,52808
88,77,0,38,203,PCB,20729
64,97,40,0,201,PCM,13821
41,60,89,0,190,PCM,20831
69,46,44,0,159,PCM,50295
34,30,55,0,119,PCM,92428
25,85,73,0,183,PCM,25288
42,73,75,0,190,PCM,19100
49,52,70,0,171,PCM,35990
97,83,0,55,235,PCB,7526
71,63,0,63,197,PCB,24897
96,38,82,0,216,PCM,8608
36,52,0,65,153,PCB,86115
25,20,0,86,131,PCB,123258
25,84,0,100,209,PCB,16742
78,100,75,0,253,PCM,1322
39,85,73,0,197,PCM,16480
78,55,0,61,194,PCB,27090
42,37,0,81,160,PCB,73245
40,39,0,45,124,PCB,133759
35,95,77,0,207,PCM,11071
87,55,0,69,211,PCB,16113
59,48,33,0,140,PCM,72197
39,61,32,0,132,PCM,81425
58,58,0,33,149,PCB,91117
76,80,82,0,238,PCM,2370
94,71,0,32,197,PCB,23168
83,51,0,25,159,PCB,72305
33,24,0,53,110,PCB,150326
100,21,0,53,174,PCB,50220
93,27,77,0,197,PCM,15565
26,56,66,0,148,PCM,63591
68,23,0,35,126,PCB,131430
57,25,32,0,114,PCM,96844
42,87,89,0,218,PCM,7392
56,39,20,0,115,PCM,96575
22,47,0,70,139,PCB,109552
41,91,0,70,202,PCB,19980
100,59,90,0,249,PCM,2340
92,35,27,0,154,PCM,55473
66,52,0,75,193,PCB,28018
92,35,93,0,220,PCM,7948
89,43,28,0,160,PCM,47543
57,87,0,42,186,PCB,32880
93,84,37,0,214,PCM,8419
82,36,0,64,182,PCB,38464
57,70,74,0,201,PCM,13821
74,98,0,41,213,PCB,13121
61,54,0,30,145,PCB,99193
38,51,29,0,118,PCM,93841
97,48,0,89,234,PCB,4381
72,95,98,0,265,PCM,658
48,51,0,66,165,PCB,64914
85,22,97,0,204,PCM,11494
43,65,0,75,183,PCB,38971
40,72,0,32,144,PCB,99544
46,37,0,67,150,PCB,88556
55,30,0,98,183,PCB,36809
42,51,0,82,175,PCB,48741
24,43,0,62,129,PCB,125285
34,96,0,28,158,PCB,77152
61,86,86,0,233,PCM,4331
22,62,58,0,142,PCM,68476
42,34,0,27,103,PCB,156475
48,50,0,94,192,PCB,28835
28,45,56,0,129,PCM,82883
87,58,89,0,234,PCM,3222
39,79,0,81,199,PCB,23959
84,29,0,61,174,PCB,50038
94,60,95,0,249,PCM,1927
27,44,0,97,168,PCB,59076
29,69,50,0,148,PCM,62201
33,58,0,50,141,PCB,107092
22,100,0,36,158,PCB,76011
70,44,0,88,202,PCB,18637
47,95,0,90,232,PCB,6128
49,43,59,0,151,PCM,58393
86,66,0,45,197,PCB,24713
36,32,64,0,132,PCM,80971
49,34,0,22,105,PCB,156169
76,93,0,73,242,PCB,5798
61,56,0,28,145,PCB,98666
45,79,38,0,162,PCM,44743
55,46,0,81,182,PCB,40652
25,33,48,0,106,PCM,101477
84,53,36,0,173,PCM,33220
48,27,29,0,104,PCM,102645
66,74,0,50,190,PCB,30719
54,31,0,21,106,PCB,153597
100,41,57,0,198,PCM,14874
55,40,72,0,167,PCM,39177
64,50,76,0,190,PCM,19124
39,61,64,0,164,PCM,43803
84,56,72,0,212,PCM,10181
54,23,0,61,138,PCB,109510
100,71,0,73,244,PCB,2437
55,42,23,0,120,PCM,91421
76,41,62,0,179,PCM,29752
76,95,0,95,266,PCB,833
96,97,46,0,239,PCM,2686
32,76,0,28,136,PCB,114820
74,66,49,0,189,PCM,21223
99,78,22,0,199,PCM,15501
46,39,0,33,118,PCB,140846
50,51,0,72,173,PCB,51493
87,26,0,94,207,PCB,15089
72,36,93,0,201,PCM,12699
65,33,66,0,164,PCM,43705
76,77,99,0,252,PCM,1292
23,36,50,0,109,PCM,100496
62,71,0,85,218,PCB,11830
72,61,22,0,155,PCM,54843
61,92,78,0,231,PCM,5110
96,24,52,0,172,PCM,36033
46,57,71,0,174,PCM,33771
46,82,0,95,223,PCB,10417
63,61,68,0,192,PCM,17820
94,75,52,0,221,PCM,7349
77,97,39,0,213,PCM,9040
80,50,42,0,172,PCM,34971
42,91,0,87,220,PCB,10936
49,40,0,85,174,PCB,48993
54,61,64,0,179,PCM,28470
92,43,63,0,198,PCM,14357
69,91,0,26,186,PCB,33909
75,88,62,0,225,PCM,4865
47,92,0,70,209,PCB,14001
88,63,0,60,211,PCB,14487
32,73,96,0,201,PCM,13965
85,29,0,97,211,PCB,14329
74,29,61,0,164,PCM,44502
55,66,0,32,153,PCB,82932
23,22,65,0,110,PCM,99536
91,69,29,0,189,PCM,20735
76,90,20,0,186,PCM,24073
40,21,0,91,152,PCB,85561
70,66,0,26,162,PCB,70294
71,56,0,100,227,PCB,8319
43,46,96,0,185,PCM,23897
55,50,0,39,144,PCB,99945
38,72,0,77,187,PCB,33045
84,68,51,0,203,PCM,13563
67,77,67,0,211,PCM,9512
28,37,0,93,158,PCB,74516
35,94,0,30,159,PCB,75009
31,98,71,0,200,PCM,14382
67,51,67,0,185,PCM,23470
46,31,83,0,160,PCM,48536
49,29,0,51,129,PCB,124075
53,68,91,0,212,PCM,9833
39,91,21,0,151,PCM,59833
24,39,86,0,149,PCM,61972
39,95,0,26,160,PCB,73697
66,37,79,0,182,PCM,27283
23,67,0,44,134,PCB,119399
26,50,0,50,126,PCB,129237
71,26,24,0,121,PCM,91595
50,53,0,94,197,PCB,25569
46,66,0,85,197,PCB,22420
20,21,75,0,116,PCM,94912
98,48,63,0,209,PCM,10582
66,66,0,82,214,PCB,12222
45,85,56,0,186,PCM,22711
89,42,0,49,180,PCB,42611
55,54,44,0,153,PCM,57271
72,68,43,0,183,PCM,25180
54,39,0,74,167,PCB,58730
32,69,0,35,136,PCB,113296
57,60,0,60,177,PCB,47040
63,86,0,93,242,PCB,5825
22,81,0,50,153,PCB,83670
88,86,68,0,242,PCM,2283
32,60,22,0,114,PCM,98117
76,53,0,83,212,PCB,15420
58,75,81,0,214,PCM,9322
22,25,95,0,142,PCM,68508
85,39,21,0,145,PCM,66427
34,23,0,30,87,PCB,165863
65,28,58,0,151,PCM,57720
82,77,0,49,208,PCB,15222
97,93,81,0,271,PCM,1
20,33,0,80,133,PCB,119173
57,33,0,86,176,PCB,45669
83,29,0,100,212,PCB,14072
86,28,0,88,202,PCB,20133
83,77,55,0,215,PCM,8857
73,27,20,0,120,PCM,91626
98,27,0,20,145,PCB,99483
64,99,0,96,259,PCB,2805
38,69,66,0,173,PCM,33994
47,91,58,0,196,PCM,16638
24,74,23,0,121,PCM,91656
87,68,52,0,207,PCM,10513
21,52,49,0,122,PCM,90642
32,74,0,52,158,PCB,74194
49,94,0,30,173,PCB,51011
68,46,0,83,197,PCB,24610
71,51,46,0,168,PCM,40266
40,30,0,43,113,PCB,147354
80,79,0,74,233,PCB,6963
21,57,53,0,131,PCM,80975
32,66,0,51,149,PCB,90381
53,52,99,0,204,PCM,11217
59,62,0,92,213,PCB,11764
28,28,0,78,134,PCB,118375
29,53,0,28,110,PCB,151179
35,94,27,0,156,PCM,53160
100,71,0,23,194,PCB,25879
44,35,59,0,138,PCM,74337
91,44,0,51,186,PCB,34882
79,29,42,0,150,PCM,59468
73,95,56,0,224,PCM,6249
20,40,0,85,145,PCB,99095
66,66,77,0,209,PCM,11494
86,21,0,40,147,PCB,94934
89,49,0,62,200,PCB,21387
40,77,97,0,214,PCM,9525
73,66,94,0,233,PCM,3827
58,86,86,0,230,PCM,3647
23,74,0,52,149,PCB,93318
41,30,37,0,108,PCM,101356
80,86,75,0,241,PCM,2286
90,46,0,78,214,PCB,11535
82,65,0,92,239,PCB,6602
100,58,0,65,223,PCB,8499
57,64,78,0,199,PCM,14486
32,62,0,33,127,PCB,129516
50,56,30,0,136,PCM,75640
40,27,79,0,146,PCM,64247
33,30,34,0,97,PCM,106868
64,57,0,26,147,PCB,96569
33,49,20,0,102,PCM,103606
57,39,30,0,126,PCM,85889
28,45,64,0,137,PCM,74422
